submission_date,state,tot_cases,new_case,tot_death,new_death
2020-11-21,WY,"27,410",281,176,0
2022-02-16,VI,"15,246",17,108,1
2020-12-18,MI,"555,870","3,027","12,513",125
2021-11-03,NC,"1,474,715","1,876","18,571",27
2021-09-04,WI,"742,725","1,490","8,525",4
2021-04-21,MO,"579,660",921,"8,913",3
2020-04-25,CA,"41,137","1,883","1,573",84
2020-12-30,DC,"28,758",223,780,5
2020-10-09,MO,"153,461","2,121","2,792",30
2020-04-18,OR,"1,844",59,72,2
2020-04-30,DE,"4,802",38,207,12
2022-02-04,LA,"1,133,482","6,206","15,905",64
2020-04-11,NH,929,44,23,1
2021-08-01,ID,"201,062",289,"2,201",2
2020-10-21,ID,"55,650",987,546,11
2021-04-17,LA,"452,420",465,"10,285",3
2022-01-15,LA,"996,623",0,"15,137",0
2021-03-12,NH,"78,074",310,"1,195",4
2021-02-26,WY,"54,350",148,671,0
2021-04-09,FSM,0,0,0,0
2021-05-30,MD,"459,777",249,"9,668",10
2022-09-09,OR,"883,368",707,"8,471",14
2020-01-23,FSM,0,0,0,0
2022-07-04,MN,"1,554,243",0,"13,132",0
2020-05-13,NC,"16,021",431,658,18
2021-03-09,ID,"173,790",481,"1,892",2
2021-09-06,SC,"773,882","5,199","10,995",65
2020-07-03,MD,"68,961",538,"3,344",8
2021-09-05,CT,"375,939",402,"8,394",0
2022-04-28,VT,"114,804",387,604,4
2020-12-31,VT,"6,970",138,145,2
2022-04-01,VA,"1,669,750",859,"19,714",22
2020-09-08,CA,"737,911","2,676","13,647",51
2022-01-24,NV,"630,343","15,838","8,760",24
2020-03-10,WI,3,2,0,0
2021-04-02,WY,"56,447",58,700,0
2020-03-28,RI,284,51,0,0
2020-11-10,SC,"188,140",642,"4,043",5
2022-06-16,DE,"281,616",262,"2,979",0
2020-09-19,MT,"10,300",136,157,1
2021-02-20,MT,"98,641",264,"1,341",2
2022-09-02,ME,"283,613",192,"2,513",1
2022-01-06,WY,"119,093",995,"1,572",0
2021-10-14,IL,"1,663,364","2,481","28,152",63
2021-12-05,MO,"922,489","1,755","15,462",3
2020-10-29,NE,"68,881","1,617",637,9
2021-06-25,NE,"224,432",57,"2,259",0
2020-07-09,MN,"40,767",631,"1,533",5
2020-12-20,NJ,"476,340","5,688","18,194",21
2021-11-21,NV,"464,633",0,"7,918",0
2021-01-31,RI,"110,098",508,"2,162",4
2021-04-04,KY,"430,201",269,"7,424",8
2020-12-29,VT,"6,769",75,142,3
2021-04-26,NJ,"988,886",0,"25,399",19
2021-08-30,IL,"1,518,071","3,356","26,472",20
2020-03-07,VI,0,0,0,0
2020-01-22,IL,0,0,0,0
2022-08-15,NV,"835,790",425,"11,339",8
2022-02-08,MD,"988,943",796,"13,787",42
2020-11-01,NC,"275,687","1,981","4,768",34
2020-03-21,FSM,0,0,0,0
2022-06-04,NJ,"2,412,005","4,356","33,760",5
2022-02-27,RI,"337,762",105,"3,435",1
2021-09-29,VT,"31,032",84,312,3
2021-08-26,IL,"1,503,063","4,041","26,401",66
2022-06-22,ID,"459,525","1,618","4,961",7
2021-08-11,VI,"5,093",27,41,0
2021-12-10,FSM,9,0,0,0
2022-07-19,CA,"10,495,155","74,682","92,292",107
2021-10-12,NJ,"1,174,169","1,642","27,624",21
2022-07-31,MN,"1,590,564",0,"13,293",0
2020-10-06,DE,"21,300",84,681,2
2022-06-20,AZ,"2,093,680",0,"30,400",0
2020-05-27,VT,893,2,54,0
2022-05-04,NJ,"2,273,050","3,401","33,467",12
2020-07-01,MD,"67,918",359,"3,321",13
2022-08-27,ID,"488,067",0,"5,107",0
2020-08-16,CA,"621,562","7,873","11,104",110
2021-07-31,OR,"220,436",681,"2,859",1
2020-04-13,MO,"5,123",240,189,8
2022-01-14,RI,"286,121","5,520","3,175",12
2021-10-01,AZ,"1,097,225","3,642","20,039",55
2021-04-16,MT,"106,941",118,"1,537",9
2022-06-30,AZ,"2,125,567",0,"30,515",0
2020-12-26,NJ,"506,145","4,602","18,613",18
2022-05-14,MT,"275,113",0,"3,381",0
2020-02-20,VT,0,0,0,0
2022-04-19,WI,"1,597,154",540,"14,395",4
2022-07-20,WI,"1,759,023","2,442","14,867",5
2022-04-20,NH,"306,724",355,"2,472",1
2020-04-01,KY,839,130,28,6
2020-11-09,NJ,"273,766","2,717","16,440",11
2022-09-14,MO,"1,628,318",0,"21,375",0
2020-03-12,MD,12,0,0,0
2020-09-17,SC,"138,101",693,"3,120",35
2022-06-10,LA,"1,204,111","1,650","17,356",1
2022-03-09,VI,"15,444",4,109,0
2022-07-03,MO,"1,509,862",0,"20,779",0
2021-10-27,MN,"781,548","1,799","8,736",31
2020-05-05,MT,456,-1,16,0
2021-07-26,SC,"612,384","1,009","9,932",3
2021-01-02,NJ,"539,546","5,959","19,187",27
2021-04-28,MD,"445,493","1,002","9,305",9
2020-08-26,SC,"117,521","1,027","2,530",22
2022-03-25,NE,"477,183",0,"4,053",0
2020-06-26,RI,"15,914",48,926,7
2021-05-27,SC,"592,027",396,"9,697",3
2022-01-16,MO,"1,181,515",37,"16,614",0
2022-05-19,NE,"484,085",302,"4,240",0
2021-03-31,VI,"2,907",0,26,0
2021-03-08,MD,"388,035",716,"8,491",16
2021-07-30,CA,"4,004,855","10,356","63,935",44
2022-09-20,FSM,"10,036",0,31,0
2020-03-13,VT,2,0,0,0
2020-09-22,CA,"784,324","2,630","14,900",27
2021-01-08,CT,"205,994","3,236","6,324",37
2021-07-30,DE,"109,510",142,"1,866",1
2020-10-28,NE,"67,264","1,282",628,8
2021-04-12,SC,"564,963",739,"9,262",0
2021-10-31,NH,"134,517",0,"1,565",0
2022-07-02,ID,"464,094",0,"4,981",0
2020-11-11,DE,"27,139",242,782,5
2021-08-24,VA,"744,187","3,027","11,693",18
2022-04-11,FSM,14,0,0,0
2020-11-18,NV,"125,459","1,665","1,947",3
2020-05-22,NJ,"152,989","1,273","10,985",142
2020-08-26,LA,"145,661","1,545","4,851",54
2020-06-03,DE,"9,729",35,503,1
2022-07-25,CA,"10,564,928",0,"92,469",0
2020-10-11,NJ,"220,023",836,"16,174",3
2022-09-21,NC,"3,188,844","2,994","26,787",10
2020-08-17,VT,"1,398",11,57,0
2021-02-21,FSM,0,0,0,0
2021-09-07,DE,"120,752",356,"1,940",1
2020-03-04,MT,0,0,0,0
2020-08-08,AZ,"186,167","1,055","4,137",56
2021-07-10,ID,"195,930",99,"2,165",0
2020-01-28,NH,0,0,0,0
2020-10-25,VI,"1,348",0,21,0
2022-01-30,NH,"272,492",0,"2,205",0
2021-06-29,MN,"605,297",79,"7,680",0
2020-10-05,VI,"1,322",-5,20,0
2021-03-06,MN,"489,116",946,"6,614",12
2020-04-22,FSM,0,0,0,0
2020-07-06,NJ,"174,815",245,"15,229",18
2021-09-11,NC,"1,289,480","8,075","15,877",82
2021-03-19,KY,"421,994",673,"7,275",9
2022-02-25,KY,"1,313,214","1,448","15,480",34
2021-03-11,NC,"870,839","1,897","12,530",18
2021-11-30,NV,"470,641",898,"8,017",32
2022-03-10,MO,"1,402,801",599,"19,347",3
2022-09-07,FSM,"9,221",184,28,1
2020-07-19,VT,"1,239",7,56,0
2021-12-15,LA,"778,542",846,"14,912",15
2020-11-22,CA,"1,102,033","14,319","18,754",73
2022-04-25,KY,"1,337,191",280,"16,172",3
2020-06-04,MI,"101,813",860,"6,019",24
2022-06-04,CT,"811,932",0,"10,973",0
2021-10-16,DE,"137,757",501,"2,109",6
2022-02-13,DE,"253,182",228,"2,822",5
2021-05-02,MO,"586,988",324,"8,969",4
2022-06-14,FSM,38,0,0,0
2020-09-11,SC,"132,955","1,024","3,001",31
2020-05-11,RI,"11,125",137,430,8
2021-01-31,KY,"369,537","1,736","6,256",41
2020-12-04,DC,"22,480",316,693,1
2022-06-06,FSM,31,0,0,0
2021-01-09,OR,"124,476","1,629","1,603",28
2020-09-30,AZ,"218,620",324,"5,650",18
2021-05-25,NH,"98,428",79,"1,344",0
2021-07-21,CT,"351,530",228,"8,282",0
2021-09-13,NE,"254,976",632,"2,362",2
2021-06-28,VT,"22,828",3,249,0
2021-10-29,OR,"365,053","1,380","4,372",14
2020-02-10,MI,0,0,0,0
2021-03-29,MI,"785,211","7,445","17,223",33
2020-09-16,WY,"4,566",128,46,0
2022-05-12,RI,"361,502",828,"3,548",0
2022-03-24,LA,"1,167,806",109,"17,065",20
2020-12-16,NH,"33,433",888,625,21
2020-12-13,DC,"24,874",231,715,2
2021-08-27,SC,"717,320","6,898","10,511",40
2021-01-26,SC,"444,932","2,376","6,596",27
2021-02-04,CT,"257,941",937,"7,185",28
2021-11-13,MN,"841,625",0,"9,120",0
2020-11-21,ID,"90,834","1,070",847,2
2020-02-10,VI,0,0,0,0
2020-06-08,RI,"14,918",52,799,10
2020-10-29,LA,"186,216",394,"5,908",18
2022-10-14,WI,"1,880,831","1,181","15,352",8
2021-01-13,DE,"67,511",733,"1,262",13
2021-08-28,ME,"77,098",328,930,1
2022-04-25,VI,"16,154",63,111,0
2021-05-04,WY,"58,367",77,710,3
2020-04-29,WY,544,8,7,0
2020-10-28,MT,"29,966",620,325,20
2021-09-07,FSM,1,0,0,0
2022-10-12,OR,"902,319","3,306","8,622",32
2020-03-06,CT,0,0,0,0
2020-04-18,NH,"1,342",55,38,1
2020-03-24,WI,457,41,5,0
2022-09-17,MT,"308,023",0,"3,512",0
2020-07-04,LA,"63,289",0,"3,278",0
2020-10-01,KY,"75,347",757,"1,523",8
2021-03-04,ID,"172,587",299,"1,876",0
2020-02-18,KY,0,0,0,0
2021-04-05,MT,"105,142",0,"1,466",0
2021-11-11,MT,"183,213",0,"2,451",0
2022-09-04,DC,"166,474",0,"1,382",0
2020-06-25,SC,"28,860","1,303",686,10
2021-03-18,OR,"160,622",336,"2,353",4
2021-04-13,NJ,"959,921","4,848","24,945",49
2020-12-01,NC,"369,653","4,302","5,899",37
2020-07-02,LA,"61,561","1,383","3,255",17
2021-09-11,IL,"1,567,436","3,050","26,886",41
2022-05-15,MD,"1,054,547",0,"14,524",0
2021-12-27,MI,"1,680,996","35,418","28,644",142
2021-06-15,OR,"205,459",305,"2,737",7
2020-12-10,MD,"225,855","3,202","5,256",44
2020-11-25,VI,"1,536",15,23,0
2021-04-20,NC,"938,750","1,562","12,995",13
2022-01-12,KY,"986,491","14,165","13,462",39
2020-08-25,DE,"16,885",80,631,0
2022-03-26,MI,"2,384,088",0,"35,572",0
2020-09-07,WY,"4,032",0,42,0
2020-02-14,MN,0,0,0,0
2020-05-31,NJ,"160,807",838,"11,698",64
2020-09-14,VA,"134,571",757,"2,743",19
2021-06-02,MT,"112,002",158,"1,621",8
2021-04-02,AZ,"843,757",940,"16,989",12
2022-03-05,NV,"684,821",0,"9,774",0
2021-09-17,LA,"725,637","2,179","13,418",52
2021-06-24,MT,"113,471",68,"1,661",4
2021-10-26,NV,"447,897",724,"7,577",30
2020-12-02,MN,"327,477","5,165","3,751",77
2022-03-31,VI,"15,636",0,111,0
2022-10-12,MD,"1,258,064",706,"15,464",9
2020-10-08,KY,"81,023",938,"1,612",20
2021-03-16,VT,"15,823",62,213,0
2022-10-12,CA,"11,284,337",0,"95,414",0
2020-04-12,NE,810,101,17,0
2020-04-06,CT,"6,906","1,231",206,17
2022-03-19,MI,"2,378,439",0,"35,418",0
2020-01-23,KY,0,0,0,0
2020-06-01,OR,"4,302",59,154,1
2021-02-10,WY,"52,874",44,647,0
2020-10-20,KY,"93,592","1,449","1,830",25
2022-01-22,ID,"358,057","1,945","4,322",-1
2020-05-07,MO,"9,927",140,608,26
2021-07-10,FSM,0,0,0,0
2020-10-30,NJ,"248,186","2,363","16,339",7
2021-01-23,VA,"468,655","4,904","6,079",77
2021-04-05,NV,"305,357",181,"5,275",1
2020-04-04,MI,"25,191","1,084","1,048",118
2022-07-12,VI,"21,231",56,120,1
2021-10-30,MD,"560,634",871,"10,911",16
2022-05-22,NC,"2,736,736","3,570","25,248",6
2020-07-12,MO,"35,715",443,"1,181",6
2020-03-08,LA,0,0,0,0
2021-12-05,AZ,"1,292,054","3,820","22,589",28
2022-01-08,OR,"459,700",0,"5,761",0
2020-11-14,CT,"88,645",0,"4,737",0
2021-09-22,VA,"843,212","3,737","12,409",45
2020-04-19,ID,"1,672",4,45,1
2021-11-28,VI,"7,490",0,85,0
2022-03-11,NJ,"2,180,216","1,240","33,087",20
2021-03-08,VI,"2,744",9,25,0
2021-10-10,MD,"544,219","1,333","10,625",11
2020-04-25,DE,"3,682",132,150,16
2021-01-24,AZ,"722,998","7,220","12,238",68
2020-07-25,FSM,0,0,0,0
2020-09-17,VA,"137,460","1,101","2,920",36
2022-08-24,NJ,"2,661,873","2,187","34,497",17
2020-07-16,MT,"2,342",124,37,3
2022-02-11,OR,"674,500","2,577","6,355",11
2022-06-13,VA,"1,824,660","6,846","20,441",0
2020-10-23,OR,"41,348",538,649,3
2021-12-03,CT,"425,275",863,"8,925",16
2021-10-13,MO,"837,949","1,459","11,821",16
2020-10-11,DE,"22,003",132,689,1
2020-11-12,MI,"381,239","7,029","8,433",60
2020-08-21,MO,"78,895","1,216","1,701",15
2020-10-10,MT,"18,117",203,209,6
2022-06-26,MD,"1,127,722",0,"14,765",0
2022-03-22,OR,"701,992",263,"6,983",8
2022-09-11,MI,"2,786,213",0,"38,121",0
2021-07-19,OR,"212,755",253,"2,826",3
2022-01-02,MI,"1,710,271",0,"29,019",0
2020-08-29,KY,"53,109",854,"1,177",19
2022-05-29,MD,"1,085,628",0,"14,597",0
2020-05-20,WI,"13,431",546,481,14
2022-08-07,ME,"277,459",0,"2,493",0
2020-12-10,FSM,0,0,0,0
2021-01-26,NE,"188,801",393,"1,905",11
2020-07-19,VI,297,14,6,0
2021-01-03,NH,"46,450","1,266",780,11
2020-07-11,ME,"3,475",15,114,3
2021-11-21,WY,"109,318",0,"1,347",0
2021-01-01,IL,"963,389",0,"18,173",195
2020-04-05,VT,481,51,21,1
2021-03-08,NV,"296,393",203,"5,040",3
2020-07-22,NC,"104,799","1,814","1,863",25
2022-02-20,VT,"102,257",0,550,0
2022-10-01,MN,"1,664,797",0,"13,651",0
2020-07-02,WI,"32,809",584,800,7
2020-02-23,NV,0,0,0,0
2021-11-06,NH,"139,324",0,"1,597",0
2020-05-17,IL,"94,191","1,734","4,177",48
2021-09-21,DE,"126,970",274,"2,007",8
2022-04-11,ME,"238,168",451,"2,269",47
2021-05-27,MO,"598,668",641,"9,081",6
2020-04-17,DC,"2,476",126,86,5
2021-08-17,CA,"4,211,423","9,748","64,201",7
2020-11-12,NE,"93,507","2,407",756,25
2021-04-29,SC,"578,867",805,"9,479",24
2020-07-06,DE,"12,331",108,579,2
2021-12-12,MT,"193,718",0,"2,821",0
2022-01-29,RI,"325,233","1,501","3,334",10
2021-11-26,RI,"180,666",240,"2,916",0
2022-02-02,KY,"1,231,442","8,719","14,498",49
2020-10-26,CT,"68,099","2,047","4,589",12
2021-02-27,IL,"1,185,447","1,780","22,710",35
2020-05-10,MD,"32,587","1,053","1,733",51
2020-04-13,IL,"22,025","1,173",794,74
2020-12-06,MI,"511,894","3,032","10,936",126
2021-04-25,ME,"60,170",412,772,0
2020-03-27,KY,404,40,10,2
2021-12-27,NH,"194,470","4,483","1,907",30
2021-04-10,ID,"183,374",221,"1,993",0
2021-08-16,ID,"209,411",455,"2,251",4
2020-10-17,VA,"165,238","1,114","3,422",14
2020-10-24,NE,"63,646",715,595,4
2020-04-27,IL,"45,883","1,980","1,983",50
2021-08-03,VT,"23,410",27,252,0
2021-02-15,MI,"673,310","1,427","16,359",24
2022-05-08,LA,"1,175,460",0,"17,276",0
2020-12-22,MI,"565,805","2,719","12,957",93
2020-07-05,MO,"28,543",338,"1,138",7
2020-03-10,NH,5,1,0,0
2021-07-14,RI,"145,138",34,"2,731",1
2021-04-30,IL,"1,335,055","3,207","24,291",39
2022-07-11,NV,"785,595","1,615","11,127",5
2021-08-15,LA,"623,688","4,456","11,561",21
2022-02-11,LA,"1,149,234","2,574","16,176",38
2021-05-03,OR,"186,877",533,"2,502",1
2022-09-23,SC,"1,706,498",765,"18,348",0
2021-03-22,LA,"441,066","1,329","10,030",42
2020-09-13,SC,"135,271","1,148","3,032",17
2022-01-18,DC,"125,707","3,836","1,260",5
2021-08-16,FSM,1,0,0,0
2021-10-31,VT,"37,331",269,360,3
2020-08-26,MD,"105,486",440,"3,837",10
2020-02-08,VI,0,0,0,0
2022-08-21,CT,"869,106",320,"11,180",0
2021-10-18,VT,"34,767",190,338,0
2020-09-22,IL,"279,464","1,531","8,722",29
2021-07-04,VI,"3,924",8,30,0
2022-04-09,WY,"156,281",0,"1,796",0
2020-09-25,CT,"56,587",115,"4,501",2
2020-10-29,IL,"400,171","6,363","9,945",56
2020-06-16,LA,"47,706",534,"3,042",24
2021-06-22,CA,"3,704,640",635,"62,701",8
2021-11-13,VA,"942,837",0,"14,321",0
2021-02-13,CT,"267,337",0,"7,381",0
2021-07-07,DC,"49,423",6,"1,143",1
2022-01-19,NJ,"2,025,616","10,914","30,315",145
2022-01-11,VA,"1,295,420","16,681","15,715",44
2021-02-22,SC,"515,030","1,071","8,325",8
2020-03-02,NH,1,1,0,0
2020-03-06,WY,0,0,0,0
2020-12-25,RI,"80,359",918,"1,716",7
2021-12-29,MD,"692,326","11,915","11,807",39
2020-08-23,MO,"80,050",540,"1,738",13
2022-04-05,MT,"272,727",48,"3,252",1
2021-07-17,VI,"4,186",26,32,0
2020-04-14,NJ,"68,824","4,240","2,805",362
2021-03-16,ME,"47,441",246,725,0
2020-06-19,NE,"17,481",146,244,4
2021-01-05,NC,"583,835","7,824","8,418",129
2020-06-20,AZ,"49,809","3,110","1,338",26
2020-03-20,DE,48,13,0,0
2020-02-13,MI,0,0,0,0
2022-04-17,ME,"240,086",0,"2,276",0
2022-08-31,DE,"302,738",216,"3,042",0
2020-03-28,MN,441,42,5,1
2022-07-15,MO,"1,537,658","15,088","20,838",24
2020-11-08,WY,"17,310",713,114,9
2022-06-25,DC,"155,817",0,"1,349",0
2021-05-18,CA,"3,666,591",687,"61,513",3
2021-04-30,VA,"659,590","1,249","10,770",19
2021-05-28,WY,"60,144",96,719,0
2021-12-28,FSM,9,0,0,0
2022-03-15,MO,"1,404,910",587,"19,726",363
2022-03-28,LA,"1,168,136",174,"17,086",10
2021-12-27,NC,"1,628,354","4,254","19,712",27
2022-08-24,MD,"1,217,056","1,369","15,145",11
2021-05-30,NC,"988,127",470,"13,466",8
2021-09-29,MO,"819,733","1,859","11,493",8
2022-07-11,ID,"468,973","1,203","4,993",0
2021-01-02,ME,"26,509",229,359,1
2020-08-25,VA,"114,635","1,005","2,494",23
2022-06-26,MT,"285,017",0,"3,444",0
2020-12-28,WY,"43,704",504,405,32
2021-10-05,CA,"4,728,665","3,752","69,027",-12
2020-06-17,SC,"20,879",577,608,5
2021-10-26,MI,"1,260,058","4,463","23,432",66
2022-08-06,FSM,"6,691",184,16,4
2022-03-23,ME,"234,412",253,"2,193",3
2022-01-25,KY,"1,152,567","12,931","14,051",32
2020-07-12,DC,"10,847",46,568,0
2021-03-13,NH,"78,319",245,"1,199",4
2020-10-05,ME,"5,498",17,142,0
2022-05-31,CT,"809,194","2,727","10,941",0
2021-09-26,NH,"118,288",417,"1,474",1
2021-03-08,CT,"287,396","2,066","7,725",21
2021-03-06,VA,"584,537","1,477","9,519",91
2021-01-04,RI,"88,472",589,"1,850",16
2021-07-19,NH,"99,966",21,"1,382",1
2021-05-14,DC,"48,424",20,"1,116",1
2022-10-03,MD,"1,250,844",0,"15,402",0
2022-08-02,CT,"856,003","1,069","11,129",27
2021-03-21,CA,"3,545,278","3,350","56,118",46
2022-07-03,VT,"126,307",0,650,0
2020-07-29,DE,"14,882",134,612,0
2021-06-29,IL,"1,391,480",301,"25,667",2
2021-10-22,MO,"847,298","1,187","11,953",3
2020-03-27,MD,774,194,8,2
2021-04-02,VI,"2,931",0,26,0
2021-01-05,MD,"289,758","1,956","6,468",38
2021-10-24,OR,"357,526",0,"4,284",0
2022-05-02,WI,"1,614,126","3,525","14,415",2
2020-11-17,NE,"103,624","2,246",816,19
2021-09-03,MD,"501,035","1,387","10,084",16
2021-05-01,MO,"586,664",991,"8,965",6
2021-07-10,DC,"49,478",23,"1,143",0
2021-07-30,DC,"50,398",69,"1,149",0
2021-07-31,VT,"23,307",64,252,0
2021-03-30,NV,"303,494",221,"5,239",2
2021-10-04,VI,"6,841",15,72,1
2020-08-30,CA,"699,909","6,070","12,745",176
2020-05-24,MN,"20,573",728,878,17
2021-03-23,DC,"43,488",105,"1,051",1
2021-11-28,SC,"918,954",262,"14,254",9
2022-04-08,SC,"1,471,670",200,"17,684",1
2020-01-22,CA,0,0,0,0
2020-02-04,OR,0,0,0,0
2021-11-05,NE,"289,282",0,"3,001",0
2021-08-07,NJ,"1,048,053","1,539","26,645",9
2022-09-16,AZ,"2,264,159",0,"31,244",0
2020-01-23,NJ,0,0,0,0
2021-06-24,VA,"679,330",193,"11,378",10
2020-09-22,OR,"31,313",318,532,3
2021-01-29,MO,"524,491","1,847","8,058",32
2020-03-21,ID,42,11,0,0
2020-07-08,NJ,"175,339",202,"15,423",142
2022-01-26,SC,"1,341,043","5,033","15,209",19
2021-02-20,NJ,"764,374","2,876","22,834",50
2020-03-14,WI,19,10,0,0
2022-01-28,DC,"129,817",0,"1,284",0
2021-10-01,CT,"391,066",721,"8,650",21
2022-04-29,NC,"2,664,324","2,421","25,105",5
2022-01-18,CA,"7,185,586","76,374","77,306",36
2021-12-09,NV,"477,407","1,211","8,153",7
2020-02-25,FSM,0,0,0,0
2021-08-07,ID,"204,404",313,"2,219",2
2020-08-28,MN,"73,240",0,"1,859",0
2020-06-02,SC,"12,686",266,497,6
2020-07-16,RI,"16,750",55,987,1
2021-06-24,KY,"460,451",192,"7,899",3
2021-01-07,MI,"609,714","2,742","14,382",88
2022-02-28,NH,"298,362",633,"2,377",4
2020-02-05,MD,0,0,0,0
2020-09-13,DC,"14,592",40,616,0
2022-08-22,OR,"872,287","1,597","8,354",12
2021-03-01,IL,"1,187,839","1,143","22,759",24
2020-11-04,OR,"47,049",589,705,4
2021-12-25,OR,"410,565",0,"5,598",0
2022-04-15,OR,"709,586",461,"7,443",16
2020-04-30,CT,"27,700",933,"2,257",89
2021-09-08,ME,"81,163",514,946,0
2020-05-16,MT,468,2,16,0
2020-04-25,WY,491,18,7,0
2022-05-27,ME,"262,411",276,"2,346",-1
2020-12-07,ID,"111,893","1,383","1,055",20
2020-03-20,NV,109,14,2,1
2022-02-17,MI,"2,340,140","2,734","33,917",47
2020-06-27,MO,"23,362",360,"1,088",7
2020-03-03,KY,0,0,0,0
2020-06-14,DC,"9,767",58,515,4
2020-08-06,CT,"50,245",20,"4,437",0
2020-08-18,VI,796,36,9,0
2022-01-13,CT,"628,789","9,604","9,442",0
2021-12-13,NH,"178,099","3,643","1,788",7
2022-08-02,MI,"2,692,485","20,173","37,534",106
2021-11-23,CT,"415,732",754,"8,853",0
2022-04-04,NJ,"2,204,645","1,828","33,259",14
2021-04-19,WY,"57,378",37,703,0
2022-07-20,CA,"10,495,155",0,"92,292",0
2022-08-30,NH,"344,155",669,"2,661",4
2021-07-22,KY,"470,532",964,"8,014",5
2021-05-19,MI,"989,858","1,120","20,229",43
2020-08-14,VT,"1,375",16,57,0
2022-02-10,NH,"287,020","1,157","2,288",4
2021-06-30,MT,"113,755",65,"1,665",0
2022-09-13,DC,"167,242",349,"1,382",0
2022-04-02,OR,"704,515",0,"7,147",0
2021-02-21,KY,"402,408",927,"6,885",23
2022-09-27,OR,"890,507",0,"8,520",0
2022-07-13,WY,"167,386",0,"1,845",0
2020-06-30,WY,"1,487",37,20,0
2021-09-01,NH,"108,021",332,"1,420",3
2020-05-08,KY,"6,461",186,341,11
2020-04-28,DE,"4,657",394,184,13
2021-01-08,CA,"2,568,641","50,030","28,366",555
2021-07-13,MO,"637,379","2,240","9,455",15
2022-07-24,NE,"511,738",0,"4,363",0
2021-01-16,AZ,"667,301","8,718","11,248",208
2021-06-19,SC,"596,743",205,"9,808",1
2021-11-14,CT,"407,750",0,"8,809",0
2020-06-21,ID,"4,006",0,89,0
2021-08-27,DC,"54,556",190,"1,159",1
2022-02-26,VI,"15,395",33,109,0
2022-10-16,DC,"169,149",0,"1,392",0
2020-04-20,MT,437,4,12,2
2020-12-03,MI,"500,334","5,344","10,528",108
2022-08-06,RI,"392,657",288,"3,632",0
2020-06-09,NE,"15,812",107,191,3
2021-05-08,RI,"142,196",157,"2,687",1
2022-02-14,NH,"288,191",0,"2,294",0
2020-08-23,NC,"157,735","1,516","2,762",29
2021-08-18,MO,"730,985","3,421","10,168",7
2022-08-13,NC,"3,071,591","4,408","26,278",18
2022-07-13,CA,"10,345,430",0,"92,055",0
2021-09-18,CT,"384,823",481,"8,463",0
2021-03-23,WY,"55,799",69,695,2
2022-03-24,VI,"15,606",10,110,0
2020-12-31,AZ,"520,559","7,721","8,864",146
2020-04-07,DC,"1,211",114,24,0
2022-04-22,SC,"1,475,050",469,"17,783",7
2021-04-11,MO,"573,994",429,"8,861",4
2020-03-04,CA,53,10,0,0
2021-08-30,RI,"154,072",227,"2,768",1
2021-10-31,DE,"142,029",254,"2,160",3
2020-02-19,OR,0,0,0,0
2021-03-24,VI,"2,876",-1,25,-1
2022-02-01,NJ,"2,115,305","3,449","31,557",115
2022-04-20,FSM,16,0,0,0
2021-12-18,NH,"183,056",0,"1,836",0
2021-05-11,WI,"666,974",573,"7,666",14
2020-12-21,MN,"399,311","1,992","4,931",22
2021-02-03,NE,"193,391",520,"1,952",21
2020-06-18,LA,"48,634",0,"3,062",0
2021-04-13,RI,"135,618",446,"2,639",3
2020-07-01,MI,"126,829","1,626","6,316",7
2022-01-19,FSM,9,0,0,0
2020-06-23,CA,"183,073","5,019","5,445",20
2022-05-23,CA,"9,437,716",0,"90,382",0
2020-04-06,FSM,0,0,0,0
2020-11-13,WI,"318,023","8,451","2,683",62
2022-09-08,MD,"1,231,823","1,339","15,247",13
2020-01-31,IL,2,1,0,0
2021-03-19,WY,"55,581",102,693,0
2021-10-15,VA,"902,938","2,357","13,391",46
2022-08-26,ME,"282,108",265,"2,508",1
2020-02-05,VA,0,0,0,0
2021-10-22,ME,"101,038",601,"1,120",5
2021-08-31,MT,"127,227",889,"1,800",13
2021-03-11,IL,"1,204,409","1,700","23,122",55
2021-04-14,OR,"172,206",808,"2,449",3
2022-02-16,NJ,"2,150,351","2,494","32,544",61
2022-01-21,FSM,9,0,0,0
2022-05-07,OR,"729,412",0,"7,528",0
2022-07-11,OR,"826,600","3,351","7,862",11
2022-09-26,RI,"403,003",0,"3,667",0
2021-12-12,WY,"112,862",0,"1,472",0
2020-08-16,NJ,"190,357",316,"15,903",0
2022-06-13,WY,"159,707",0,"1,824",0
2020-06-28,MT,919,67,22,0
2021-09-18,DC,"59,088",237,"1,167",0
2022-07-03,ME,"270,333",0,"2,419",0
2021-05-19,RI,"143,433",104,"2,702",0
2021-03-01,VI,"2,646",0,25,0
2022-09-01,AZ,"2,254,374",0,"31,114",0
2021-12-16,VT,"53,038",611,430,2
2021-04-22,IL,"1,312,722","3,170","24,056",38
2020-03-20,VA,114,20,2,0
2020-11-16,WI,"334,562","4,638","2,764",13
2020-05-11,ID,"2,260",30,70,3
2022-05-02,NJ,"2,267,006","3,015","33,444",14
2020-10-16,MT,"21,595",-2,235,4
2021-10-04,MN,"718,327","1,181","8,294",9
2021-04-19,SC,"571,666",770,"9,336",17
2020-07-28,OR,"17,416",328,303,14
2022-06-08,NJ,"2,424,606","3,514","33,811",19
2022-01-10,NV,"546,842","17,950","8,528",18
2021-03-08,WY,"54,903",139,682,0
